AccID	KO1	KO2	KO3	KO4	WT1	WT2	WT3	WT4
Tmem30b	798	888	603	798	665	612	641	698
Tmem30a	5768	5301	6139	6632	5494	8378	8005	7714
Arhgef9	55	33	57	42	26	71	29	36
Cd200	1259	1708	962	1313	1137	1843	1869	1902
Crybg2	25	17	3	25	47	122	74	160
Crybg1	410	295	371	301	1664	773	673	619
5730409E04Rik	429	412	438	491	123	142	80	121
Crybg3	1658	1281	1226	1396	679	800	912	768
Dlec1	49	53	32	64	57	128	63	39
Ehbp1l1	2005	2001	1897	2263	1152	1015	717	1067
Pck1	1	16	9	0	9	43	31	0
Pck2	2155	1863	1527	1580	992	1184	849	1362
Slc11a1	362	236	494	412	210	140	176	703
Slc11a2	939	914	942	1059	728	944	844	831
Tspoap1	120	51	56	103	29	47	35	22
Gm10031	507	523	636	906	730	769	656	716
Tomm70a	1880	1513	2328	2388	1396	2006	1289	2279
Gm10037	7	9	4	4	10	17	14	9
Gm11361	949	923	925	798	483	377	352	821
Gm10036	34	43	47	26	26	24	14	35
Gm35315	24	25	33	23	25	53	20	42
Gm12695	7	6	15	25	19	54	14	18
Rinl	191	217	178	176	172	103	151	86
Ugt8a	4	5	3	1	14	20	15	19
Gtpbp8	307	287	290	346	225	278	299	444
Gtpbp6	441	379	375	398	264	296	243	402
Gtpbp4	1168	1337	1396	1409	764	970	819	1069
Gtpbp3	360	374	342	315	255	301	209	281
Gtpbp2	1093	1205	832	1031	1008	760	799	952
Gtpbp1	822	799	768	748	540	479	508	482
Ecm1	3503	2914	4759	3278	5343	2576	652	2256
Ecm2	65	73	31	72	56	167	107	44
Selenbp2	20	8	14	39	78	63	39	202
Selenbp1	4238	9397	3600	3738	10782	10087	12029	17478
Apbb1	1200	1191	922	815	677	870	742	838
Apbb2	2126	2091	1966	1797	963	1285	808	1034
Leprotl1	979	1009	1190	1117	785	955	692	799
Cyb561	2101	2159	1701	1757	2103	2442	1817	2189
Pcm1	1014	919	1010	1140	1229	1945	1538	1655
Sltm	935	1001	1069	1247	848	947	941	1168
4933430I17Rik	10	12	8	18	14	10	8	8
Prox1	92	144	82	235	46	68	79	45
Prox2	48	84	74	62	63	30	58	47
Git1	2806	2746	2973	1995	2074	1278	1070	1507
Gipr	1	5	0	2	9	7	6	4
Zfr	1412	1323	1466	1600	1480	2260	1620	2059
Vgll1	0	0	0	0	0	0	0	0
Vgll2	0	3	2	0	2	0	0	0
Zfx	1386	1301	1739	1778	822	1537	1032	1003
Gm428	0	0	0	0	0	0	0	0
Vgll3	153	210	282	246	162	223	142	98
Vgll4	607	615	615	676	817	623	640	629
Tox4	1249	1184	1221	1350	1088	1541	1074	1116
Tmem38b	626	618	448	386	574	779	692	840
Tox3	78	84	55	70	167	339	143	241
Tox2	72	159	35	77	79	83	92	42
Enoph1	298	223	271	351	272	245	237	430
Atp23	30	48	68	79	46	27	49	34
Hltf	747	705	620	639	640	1068	846	843
Tmem38a	192	169	109	99	95	151	93	122
Lyar	309	384	417	393	197	174	141	273
Lime1	491	561	443	672	364	283	336	412
Slu7	771	806	820	859	672	655	636	545
Nckipsd	0	0	0	0	0	0	0	0
AW549877	1357	1090	1202	1463	1365	2216	1920	1449
Colgalt1	2396	2096	3020	3329	2717	2659	2110	3212
Gm3952	0	0	0	0	0	0	0	0
Gm438	0	0	0	0	0	0	0	0
Hmgcll1	54	89	108	95	331	556	203	280
Gm12666	0	0	0	0	2	1	3	5
Gm436	0	0	0	0	0	0	0	0
4930505A04Rik	4	3	0	1	1	2	0	3
Slx4	462	472	489	511	251	237	215	293
Tmem35b	101	104	72	97	87	66	72	131
Tmem35a	16	11	26	5	3	5	9	2
Colgalt2	40	73	36	45	52	59	61	29
Cdc34b	1	0	0	1	1	0	1	0
Limd1	1953	1652	2092	2632	1688	2225	1605	1918
Limd2	1763	2004	1533	1677	1339	780	939	1281
Git2	1081	1164	982	1174	1016	1045	926	948
Olfr587-ps1	0	0	0	0	0	0	0	0
Apba1	96	106	76	101	82	125	107	57
Apba2	23	36	25	17	9	5	2	3
Apba3	599	663	508	600	388	233	340	333
Rit1	730	688	582	471	358	323	274	317
Pclo	32	44	26	28	48	57	101	19
Rit2	0	0	0	0	0	5	0	0
Slc5a4b	0	0	0	0	0	0	0	3
Cdkn1a	1133	1903	1172	1198	830	674	840	1525
Cdkn1b	1448	1572	1261	952	947	1268	1203	1243
Cdkn1c	311	300	192	120	212	330	283	281
Slc5a4a	0	0	0	0	0	0	0	0
Mapk9	883	866	1086	1325	733	1165	966	987
Prpf4	701	767	737	892	331	397	299	523
Ube2u	0	1	2	1	0	5	0	0
Ube2t	49	61	72	82	56	25	53	25
Mapk7	1098	943	1004	1129	388	357	377	379
Oacyl	3	12	11	7	14	14	12	26
Prpf6	1177	1184	1149	1316	1173	1163	939	1540
Ube2s	60	109	90	54	44	31	34	57
Mapk8	429	473	526	519	391	670	366	495
Ube2w	487	480	600	608	459	856	515	576
Prpf3	432	501	464	609	319	257	247	339
Mapk1	2809	2470	3198	3152	3425	3677	2932	4251
Ube2m	852	915	945	1017	785	656	645	1082
Zfp672	206	190	187	243	261	250	301	194
Ube2k	1082	1101	1206	1204	876	1118	802	1238
Plxnb1	2364	2206	1950	2399	3625	3249	3158	3327
Mapk6	5452	6129	6338	8348	2122	1850	1148	1443
Mapk3	4244	4249	3899	3561	4858	3273	3571	6359
Plxnb3	18	5	18	5	12	7	9	18
Ube2o	1371	1409	1512	1484	515	504	466	492
Mapk4	35	41	37	4	4	21	3	1
Plxnb2	10294	9347	10521	9576	10015	9451	7530	10723
Ube2n	637	616	874	1017	473	473	498	549
Hamp2	0	0	0	0	0	0	0	0
Ube2c	426	600	765	1155	356	425	246	420
Ube2b	2114	1887	1908	2028	1615	2111	1665	1758
Olfr50	0	0	0	0	0	0	0	0
Rasef	332	291	328	281	838	1084	927	1455
Ube2i	1952	1736	1940	1773	2188	2325	2496	2839
Olfr51	0	0	0	0	0	0	0	0
Ube2h	2350	2178	1928	1989	1986	2579	1807	2310
Olfr52	0	0	0	0	1	0	0	0
Olfr53	0	0	0	0	0	0	0	0
Ube2f	535	550	680	685	432	440	373	488
Zfp677	91	88	128	81	102	78	81	79
Olfr54	0	0	0	0	0	0	0	0
Olfr55	0	0	0	4	0	4	4	0
Olfr56	18	8	14	7	7	5	6	5
Cdkn2a	5143	3658	4129	3151	823	618	265	970
Olfr57	4	1	0	0	0	0	0	0
Cdkn2b	1924	1254	1396	732	805	532	227	479
Olfr58	0	0	0	0	0	0	0	0
Tarbp2	389	398	356	516	197	170	183	262
Ube2a	563	517	659	698	399	490	495	418
Cdkn2c	345	478	325	239	168	126	238	141
Olfr59	0	0	0	0	0	0	0	0
Tarbp1	182	186	249	267	229	366	251	328
Cdkn2d	316	329	348	367	101	188	105	182
Pcna	895	930	1125	1290	829	855	695	1042
Tescl	10	0	6	0	4	0	0	0
Nosip	567	703	627	554	480	367	388	537
Plxna4	657	811	785	860	1516	1926	1563	2703
Zfp661	51	61	56	54	65	56	69	58
Plxna3	172	160	259	352	236	245	185	145
Sult4a1	13	7	11	5	9	8	3	6
Gm10097	0	0	1	0	0	0	2	0
Zfp663	2	0	2	4	2	2	2	10
Gm10096	0	0	0	0	0	0	0	0
9130230L23Rik	14	4	6	10	30	44	14	24
Plxna2	856	826	836	1017	1270	1839	1506	1453
Plxna1	3818	3007	3400	4086	3842	3394	2798	2733
Pcnp	1135	1069	1239	1198	828	1294	1032	1284
Pcp2	0	0	0	3	1	0	2	0
Zfp668	245	308	308	328	236	209	121	156
Miga2	468	489	397	458	392	443	321	548
Pcp4	0	0	0	0	0	0	0	0
Lyg1	0	1	0	0	0	0	0	0
Ube3c	981	882	1077	1314	1159	1287	872	1174
Miga1	554	705	619	602	770	946	812	922
Sap18b	553	560	593	545	369	282	274	484
Zfp664	1264	1154	1259	1307	1621	2036	1310	2003
BC024139	3	6	8	11	8	0	7	6
Zfp667	96	79	65	74	32	56	48	45
Cep350	1455	1350	1520	1762	1549	2117	1623	1229
Olfr43	0	0	0	0	0	0	0	0
Pcnx	2080	2367	1809	2206	1742	2002	1824	1572
Olfr44	0	0	0	0	0	0	0	0
Olfr45	0	0	0	0	0	0	0	0
Olfr46	0	0	0	0	0	0	0	0
Ube2z	2424	2481	2737	3638	1816	1584	1323	1828
Lyg2	0	0	0	0	0	0	0	0
Olfr47	0	0	1	0	0	0	0	0
Pcnt	2164	2542	1796	1699	1873	1599	2156	1929
Prpf8	3541	3458	3983	3843	4551	4137	3854	3907
Ube3b	2444	2321	2107	2136	2232	2585	2120	2629
Olfr48	0	0	0	0	0	0	0	0
Ube3a	1680	1456	1855	2027	1643	2966	1976	2209
Olfr49	13	9	4	2	10	17	8	5
Prph2	0	0	0	0	0	0	0	0
Cotl1	2352	2079	2594	2367	2334	1502	1321	2104
Zfp652	1306	1245	1233	1460	1364	1672	1467	1457
Zfp651	728	633	706	670	299	282	316	370
Zfp658	128	135	94	108	75	64	83	87
Zfp654	564	407	525	494	470	993	635	1024
Micall2	603	606	672	811	506	363	247	438
Zfp653	140	180	122	157	100	86	95	96
Olfr30	0	0	0	0	0	0	0	0
Olfr31	0	2	0	15	3	2	0	2
Zfp655	721	850	843	1169	548	930	631	748
Olfr32	0	0	0	0	0	0	0	0
Olfr33	0	0	0	0	0	0	0	0
Micall1	1344	1259	1210	1346	1186	1031	1026	867
Ect2	307	506	479	473	397	595	365	432
Olfr38	0	0	0	0	0	0	0	0
Olfr39	0	0	0	0	0	0	0	1
Efnb1	821	1088	767	953	863	747	532	723
Efnb2	1280	1302	1328	1606	1475	2002	851	1485
Efnb3	19	7	16	42	2	17	7	12
Usb1	381	321	399	444	351	250	237	313
Serac1	174	143	163	204	183	139	160	199
Zfp641	65	51	14	24	53	98	83	33
Plxnc1	315	300	245	309	416	514	564	305
Zfp647	104	102	100	106	20	49	25	59
Zfp646	866	949	788	923	840	622	675	602
Plxnd1	2983	2690	3099	4168	3325	2667	2346	3114
Tpsb2	4	0	1	2	0	4	1	0
Zfp648	0	0	0	0	0	0	0	0
Krtap4-16	0	0	0	0	3	3	0	0
Skida1	40	63	60	31	35	85	56	75
Olfr20	0	0	0	0	0	0	0	0
Zfp644	735	800	785	872	639	868	643	733
Krtap4-13	0	0	0	0	0	0	0	0
Olfr23	0	0	0	0	0	0	0	0
Olfr24	1	0	0	0	0	0	0	0
Efna4	293	362	303	267	151	129	76	181
Olfr25	0	0	0	0	0	0	0	0
Efna5	306	228	230	348	303	214	87	101
Olfr26	0	0	0	0	0	0	0	0
Olfr27	0	0	0	0	0	0	0	0
Srcin1	131	137	100	94	304	241	369	288
Olfr18	0	0	0	8	2	6	1	0
Efna1	726	829	632	941	694	752	619	1356
Olfr19	0	0	0	0	0	0	0	0
Shisal2a	1	1	5	1	1	6	2	0
Efna2	51	97	126	206	25	12	28	11
Shisal2b	0	0	0	2	0	0	0	0
Use1	1293	1398	989	801	679	634	647	869
Efna3	83	95	85	69	105	110	108	206
Gm10061	0	0	0	0	0	0	0	0
Vmn1r217	0	0	0	0	0	0	0	0
Gm10065	0	0	0	0	0	0	0	0
Vmn1r218	0	2	0	0	0	0	0	0
Vmn1r219	0	0	0	0	0	0	0	0
Pycrl	144	152	212	347	126	168	119	225
Gm11397	0	0	0	0	0	0	0	0
Vmn1r220	0	0	0	0	0	0	0	0
Vmn1r222	0	0	0	0	0	0	0	0
Vmn1r223	0	0	0	0	0	0	0	0
Vmn1r224	0	0	0	0	0	0	0	0
Vmn1r225	0	0	0	0	0	0	0	0
Lyl1	120	78	117	71	67	32	45	56
Vmn1r226	0	0	0	0	0	0	0	0
Gm498	0	0	0	0	0	0	0	0
Vmn1r227	0	0	0	0	0	0	0	0
Olfr10	0	0	0	0	0	0	0	0
Olfr11	0	0	0	2	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0
Zp1	0	0	0	0	2	0	0	0
Olfr13	0	0	0	0	0	0	0	0
Zp3	0	0	0	0	0	0	0	1
Olfr15	0	0	0	0	0	0	0	0
Zp2	1	1	3	0	1	0	0	0
Olfr16	0	1	0	0	0	0	0	0
Olfr17	0	0	0	0	0	0	0	0
Aym1	0	0	0	0	0	0	0	0
Vmn1r228	0	0	0	0	0	0	0	0
Vmn1r229	0	1	0	0	0	0	0	2
Gm10053	170	177	228	261	145	120	113	229
Stk32c	0	0	0	0	0	0	0	0
Gm10058	0	0	0	0	0	0	0	0
Gm10057	0	0	0	2	0	0	0	0
Stk32a	3	12	19	25	96	187	78	278
Stk32b	17	5	2	3	0	0	1	0
Vmn1r231	0	0	0	0	0	0	0	0
Vmn1r232	0	0	0	0	0	0	0	0
Vmn1r233	0	0	0	0	0	0	0	0
Vmn1r234	0	0	0	0	0	0	0	0
Vmn1r235	0	0	0	0	0	0	0	0
Vmn1r236	0	0	0	0	0	0	0	0
Vmn1r237	0	0	0	0	0	0	0	0
Vmn1r238	0	0	0	0	0	0	0	0
Vmn1r230	0	0	0	0	0	0	0	0
Kiss1	0	0	0	0	0	0	0	0
Phyhd1	3	3	1	2	1	0	0	0
Tpbg	744	763	819	911	114	76	36	42
Zfp692	151	128	175	264	161	120	91	182
Zfp691	117	182	163	188	50	36	71	99
Vmn1r200	0	0	0	0	0	0	0	0
Vmn1r201	0	0	0	0	0	0	0	0
Mcoln3	294	254	177	209	556	444	709	246
Vmn1r202	0	0	0	0	0	0	0	0
Qpctl	375	380	307	274	286	192	175	281
Vmn1r203	0	0	0	0	0	0	0	0
Zfp697	280	236	393	458	225	447	131	198
Vmn1r204	0	0	0	0	0	0	0	0
Aktip	544	500	472	518	596	888	590	909
Vmn1r205	0	0	0	0	0	0	0	0
Lysmd4	178	168	140	154	192	88	99	124
Lysmd3	756	603	637	916	417	761	523	605
Lysmd2	151	193	209	221	42	94	85	64
Mcoln1	897	824	786	797	672	435	429	454
Lysmd1	59	83	53	79	35	44	25	41
Mcoln2	97	97	62	85	40	44	36	43
Rasd1	63	63	44	23	84	79	136	132
Usf1	909	904	719	752	581	485	410	417
Usf2	919	764	796	662	607	754	525	666
Rasd2	407	311	343	296	369	583	479	436
Usf3	1049	1086	1129	1266	1513	2159	1620	1966
Gm10073	4261	4121	3980	3509	1796	2394	1665	2276
Vmn1r206	0	0	0	0	0	0	0	0
Zfp683	6	1	2	12	0	0	5	4
Pctp	235	229	183	175	179	183	158	187
Vmn1r208	0	0	0	0	0	0	0	0
Vmn1r209	0	0	0	0	0	0	0	0
Vmn1r210	0	0	0	0	2	0	0	1
Vmn1r211	0	0	0	0	0	0	0	0
Vmn1r212	2	0	0	0	0	0	0	0
Vmn1r213	0	0	0	0	0	0	0	0
Zfp687	911	998	768	776	1037	968	712	1278
Vmn1r214	0	0	0	0	0	0	0	0
Limk1	1058	955	918	994	605	387	513	645
Vmn1r215	0	0	0	0	0	0	0	0
Zfp689	77	91	88	62	56	31	51	58
Limk2	1468	1384	1301	1434	1468	1377	1350	1497
Vmn1r216	0	0	0	0	0	0	0	0
Zfp688	127	159	104	120	77	53	56	122
Ciart	113	112	83	99	60	71	90	163
Smc6	1508	1806	1567	1749	961	1306	1225	1123
Smc5	1499	1273	1140	982	586	926	765	598
Smc4	1754	1992	1908	2312	1181	1990	1689	1659
Smc3	1650	1556	1408	1120	949	1317	1057	1136
Smc2	941	1060	1065	1256	409	546	435	496
Gja1	3237	2348	5212	8078	2554	2109	3517	4283
Gja3	2	4	26	60	53	54	48	57
Hmbs	410	365	433	460	321	327	265	435
4921524J17Rik	284	301	275	285	142	236	154	191
Gja5	130	83	145	174	112	210	142	306
Gja4	277	265	129	236	177	200	194	217
Ghitm	2813	2646	3082	3188	3065	4366	2796	3639
Gja6	7	2	0	1	0	1	1	5
Gja8	0	2	0	0	0	0	0	0
Snupn	176	131	112	151	119	61	100	92
Cd2ap	1446	1237	1651	1549	4428	4713	2528	5514
Fam210b	625	656	842	1034	495	780	523	878
Fam210a	1826	1698	1908	2462	1110	1368	959	1537
Slc51a	5	9	6	3	3	4	4	5
Slc51b	0	0	2	1	3	7	9	1
Tsga10ip	0	0	1	5	1	0	5	2
Smcp	0	1	0	0	0	0	1	0
Gm14085	0	1	1	4	2	4	13	0
Tph2	0	5	0	1	6	7	2	8
Tph1	2	2	2	1	135	16	4	64
Higd1c	0	0	0	0	0	0	0	0
Prrt4	75	118	26	30	23	49	43	22
Gjc1	535	596	656	611	104	117	130	165
Prrt1	29	22	22	29	25	40	48	62
Gjc3	0	0	0	0	1	0	0	0
Prrt2	130	87	134	134	27	48	44	123
Gjc2	33	22	26	16	10	11	20	13
Prrt3	15	15	6	5	11	3	11	5
Mettl2	336	242	284	339	195	201	200	229
Cited4	95	61	57	47	61	21	40	27
Mettl3	194	209	215	243	171	191	153	215
Cited1	18	5	13	27	22	13	6	6
Cited2	2886	3537	2673	2095	1439	1332	1464	2047
Mettl1	124	87	104	163	89	94	116	138
Higd1a	395	361	318	467	217	160	169	365
Higd1b	49	44	28	51	54	43	61	75
CN725425	3	1	1	0	0	0	1	0
Fam213a	563	488	382	334	1135	1212	719	1889
Pelp1	622	622	759	789	363	281	297	361
Stfa3	7	1	0	1	0	1	0	0
Stfa2	5	0	0	0	0	0	0	1
Tdrkh	126	99	74	23	46	85	48	118
Gjb2	82	68	108	122	214	169	178	210
Stfa1	0	3	1	1	4	1	1	1
Gjb1	85	63	78	42	222	264	159	641
Gjb4	95	58	141	226	381	396	205	567
Gjb3	117	122	275	297	312	367	211	539
Gjb6	62	143	48	46	130	217	177	166
Gjb5	49	19	69	32	46	56	31	73
Higd2a	580	717	580	516	462	209	299	558
1810010D01Rik	34	52	42	29	32	23	21	29
Smg1	3180	3110	3175	3962	3703	4840	4342	4614
Tcof1	569	622	746	846	351	390	329	533
Peli1	941	1066	917	974	698	1084	955	1077
Smg9	426	492	486	376	331	259	221	339
Smg8	744	872	818	832	359	349	302	302
Smg7	1088	1044	1253	1508	1551	1764	1179	1354
Gje1	0	0	0	0	0	0	0	0
Smg6	1128	1254	1027	1097	916	755	738	894
Gm14025	9	9	9	8	7	1	7	14
Smg5	1519	1609	1647	1752	1186	1356	1113	1417
4930469K13Rik	11	0	2	1	6	0	6	3
Sdr42e1	42	60	38	33	123	121	76	159
Tpi1	7208	8900	5981	7477	7127	5299	3903	8644
Mettl6	476	469	490	555	241	310	241	299
Mettl4	97	81	106	158	111	167	114	119
Mettl5	27	30	55	48	57	68	59	59
Krtap10-4	0	0	0	0	0	0	0	0
Mettl8	170	138	236	243	179	298	154	313
Mettl9	1068	1079	1140	1031	910	984	702	1033
Gjd2	0	0	0	0	0	0	1	0
Gucy2e	1	2	1	2	2	0	1	0
Gucy2d	0	0	0	0	0	0	0	0
Gjd4	2	1	1	0	0	0	0	0
Gucy2c	2	0	1	1	4	12	8	25
Gjd3	6	1	0	2	0	0	0	0
Peli2	567	417	243	179	266	204	285	136
Peli3	66	34	29	44	44	61	40	17
Ccsap	97	106	103	113	25	30	21	20
Ovca2	160	174	148	235	102	126	75	164
Gucy2g	5	17	10	5	27	21	18	25
Gucy2f	0	0	0	1	0	0	2	0
Vma21	798	777	826	934	632	1067	742	757
Ppfia3	10	19	11	16	30	15	13	54
Uso1	2566	2316	2504	2409	1881	2291	1753	2420
Ppfia2	2	2	5	4	2	5	18	0
Ppfia4	230	214	190	151	110	137	105	119
Fgd2	287	285	228	170	213	236	263	322
Ppfia1	1253	1222	1244	1317	1408	1169	1194	1826
Fgd1	247	227	304	265	169	112	98	124
Fgd4	288	295	281	276	525	826	596	627
Fgd3	178	160	251	166	380	221	154	217
Fgd6	1070	1030	1098	1188	1885	1383	1408	1167
Fgd5	513	653	308	579	517	639	676	597
Tm4sf1	3031	4083	4809	5876	2123	1440	923	1005
Tm4sf4	0	3	14	38	15	32	0	56
Tm4sf5	5	14	0	7	12	2	4	15
Usp1	1245	1306	1673	1762	678	781	756	828
Gm42957	0	0	1	0	0	0	0	1
Sh3bgr	25	28	35	30	16	37	14	46
Tpk1	137	102	90	103	177	244	213	271
Cysltr2	5	8	9	10	5	10	18	12
Cysltr1	112	61	123	105	122	177	144	113
Eps15l1	782	793	845	878	793	766	786	797
Lyst	943	755	902	863	1758	2148	2262	2581
Map3k15	51	32	82	30	35	10	11	27
Smgc	0	0	0	0	0	0	0	0
Rdh16f1	0	0	0	0	0	0	0	0
Rdh16f2	2	0	0	2	4	3	1	7
1700028J19Rik	5	11	9	4	7	12	0	5
Map3k19	27	23	27	29	28	54	44	20
Zyx	3025	3507	2929	3262	1595	1684	1607	2092
Map3k10	355	376	275	402	228	181	265	191
Map3k11	1373	1663	1181	1015	923	879	793	901
Map3k12	291	201	232	318	125	131	126	120
Map3k13	153	200	140	156	193	306	246	312
Map3k14	450	357	393	404	190	196	164	191
Gm3893	0	0	0	0	0	0	0	0
Ipmk	1509	1241	1244	1206	955	1034	896	779
Commd10	468	468	605	598	377	346	278	522
Fgf2	334	165	351	489	273	936	430	1062
Fgf1	1100	1229	841	917	1266	1883	1546	2572
Ipo7	2441	2645	3327	3993	2938	3117	2488	3262
Fgf4	0	0	0	0	0	0	0	0
Ipo4	491	491	580	587	271	426	246	374
Edc3	546	631	572	737	408	420	395	394
Fgf3	0	0	0	1	0	0	0	0
Ipo5	2886	2742	3628	3645	2489	3502	2219	3083
Edar	53	42	41	37	25	19	24	19
Edc4	1197	1278	1143	1186	1012	1106	923	1121
Fgf6	0	0	0	0	0	0	0	0
Fgf5	3	0	5	1	0	3	0	0
Fgf8	1	0	2	0	0	0	0	0
Ipo8	886	948	2939	1005	915	1398	1139	1273
Fgf7	119	130	67	180	46	104	60	39
Ipo9	1627	1509	2106	2305	1383	1497	1152	1111
Fgf9	2	1	3	4	2	5	2	18
Nicn1	286	230	273	290	250	258	225	301
Nova2	120	137	72	194	98	109	115	111
Frmd8	1906	2144	1860	1511	1441	1433	972	1269
Nova1	213	252	53	103	16	54	21	10
Frmd7	2	0	6	0	0	0	3	4
Frmd6	2117	2304	1722	1685	785	963	853	799
Ftsj1	230	211	203	217	227	262	164	206
Gpank1	198	249	239	240	147	148	107	177
Frmd5	13	8	25	46	11	27	17	15
Ftsj3	1010	1175	1144	1136	556	361	323	559
Frmd3	2	0	0	2	0	7	0	2
Akap14	10	10	8	11	7	30	22	5
Gimd1	0	0	0	0	11	3	0	0
Akap10	443	423	466	614	476	502	528	447
Tpm4	10053	10132	11638	14432	7513	8930	6845	10928
Akap11	2244	2045	2128	2369	1440	2390	1873	1484
Tpm3	5739	6025	6636	6413	4703	4955	2182	6544
Akap12	961	1003	935	533	432	458	741	642
Tpm2	1288	1253	838	1090	456	239	202	318
Akap13	3808	3823	3459	3627	4807	5287	5480	4981
Tpm1	6314	5560	7205	9617	6921	4507	4127	5628
Fam219a	601	588	450	534	308	339	343	301
Usp2	133	111	81	102	47	91	102	68
Usp3	894	865	977	943	1132	1156	895	988
4930550L24Rik	0	0	0	1	0	0	0	1
Usp4	1982	1973	2108	2158	1521	1528	1437	1457
Fam219b	256	242	236	240	236	173	130	199
Txlnb	16	28	12	24	11	71	40	19
Usp5	2235	2370	1934	1707	1285	1225	989	1333
Ankzf1	447	428	371	426	375	282	287	382
Txlna	2137	1966	2018	2366	1194	1096	1140	1485
Usp7	2312	2209	2604	2433	2197	2667	2121	3618
Usp8	2467	2317	2043	2291	2742	3112	3471	2946
1700066M21Rik	246	252	280	269	139	244	131	105
Mageh1	129	197	146	232	114	136	83	136
Sprr2a3	2	0	15	25	39	238	56	505
Carns1	0	0	0	0	0	0	0	0
Sprr2a2	0	0	0	2	12	56	23	49
Sprr2a1	0	0	0	0	5	16	10	19
Lyz1	509	781	317	377	1194	1543	1978	286
Lyz2	101632	97450	88720	75086	96299	84165	144471	72826
Olfr3	0	0	0	0	0	0	0	0
Olfr2	0	0	0	0	0	0	0	0
Olfr1	0	0	0	0	0	0	0	0
Olfr8	0	0	0	0	0	0	0	0
Olfr6	0	0	0	0	0	0	0	0
Olfr5	0	0	0	0	0	0	0	0
Dab1	7	4	1	5	1	8	5	6
Qsox2	510	598	601	821	323	423	317	469
Dab2	4355	2820	4026	3352	1442	1349	1944	1603
Qsox1	2112	2067	1916	1924	2113	2294	1542	2065
Exosc10	868	971	944	1012	669	477	527	701
Phf20l1	1567	1368	1584	1861	1436	1981	1845	1619
Pdcl	642	778	824	882	580	843	523	731
Smn1	308	300	328	281	165	200	149	258
Olfr9	0	0	0	0	0	0	0	0
Gm3880	0	0	0	0	0	0	0	0
Lrit1	0	0	0	0	0	0	0	0
Tpmt	65	107	83	103	87	118	84	176
Lrit2	0	0	0	0	0	0	0	0
Lrit3	1	0	1	0	2	2	1	5
1600014C23Rik	8	0	0	10	16	1	0	4
Hapln1	29	11	37	67	29	84	65	95
Hapln2	5	1	4	0	1	0	0	0
Hapln3	6	6	4	4	0	14	5	2
Ndufv2	898	870	856	868	648	752	719	1215
2010109A12Rik	0	3	6	2	0	3	0	0
Hapln4	13	10	12	10	2	5	2	1
Ndufv1	1417	1355	1087	794	815	1011	723	1060
Ndufv3	592	591	551	475	458	315	400	601
5430403G16Rik	34	53	48	37	24	62	28	29
Gm2564	0	0	0	0	0	0	0	0
Tpp2	1289	1240	1309	1514	1487	2314	1387	1564
Tpp1	3608	3456	3515	3954	3153	3302	3383	3833
Dad1	1096	1063	1164	1193	1000	1222	864	1484
Pdilt	0	0	0	0	1	0	0	0
Maged2	937	917	852	1092	650	488	376	535
Fam214b	1057	1002	702	836	550	395	304	463
Fam214a	498	587	551	543	461	621	500	512
Fam213b	80	44	71	40	24	19	33	77
Magee1	313	304	371	356	60	102	103	86
Magee2	0	1	0	0	5	0	0	3
Ndufs1	874	788	1000	1064	928	1295	986	1169
Ndufs3	0	0	0	0	0	0	0	0
Ovch2	0	0	0	0	0	0	0	0
Ndufs2	2212	2203	2476	2242	2007	1896	1542	2027
Ndufs5	179	186	190	189	106	94	114	202
Ndufs4	413	450	482	511	294	341	288	355
Ndufs7	845	785	797	769	480	560	500	698
Ndufs6	259	238	187	212	121	83	79	148
Ddost	4145	3627	4109	4178	2572	2282	2218	3224
Ndufs8	639	606	565	386	509	440	449	776
Ippk	146	183	192	240	362	373	220	345
Olfm3	0	0	0	0	0	0	0	0
Olfm2	8	7	20	10	17	11	19	47
Olfm1	594	463	946	1503	309	399	365	254
Pdzk1ip1	266	348	192	200	184	169	244	231
Qtrt2	251	212	365	321	237	315	201	327
Qtrt1	134	153	201	180	104	103	65	132
Hmmr	215	277	310	411	233	214	161	165
Tbc1d10c	0	0	0	0	0	0	0	0
Edf1	1096	1096	1085	1194	807	276	417	882
Edil3	380	423	895	569	70	161	151	95
Cd3eap	188	227	264	236	143	78	87	177
Maats1	60	48	36	58	29	54	43	14
Neurl1b	179	234	167	206	239	256	308	340
Neurl1a	328	320	278	310	144	127	167	105
Tbc1d10b	1716	1781	1594	1751	854	802	674	728
Tbc1d10a	754	762	638	734	316	202	273	283
Bckdhb	140	150	182	199	81	98	133	135
Fggy	95	90	60	85	50	41	39	104
Maged1	3799	3337	3978	4304	2975	3518	2621	3662
Bckdha	871	937	773	490	866	807	853	1397
Olfm5	0	0	0	0	7	0	0	3
Olfm4	9	6	1	1	26	203	6	21
Tppp	20	46	24	21	133	200	196	600
Ubfd1	895	591	956	1233	622	707	548	832
Smox	713	650	967	1795	1064	615	445	906
Fgl2	513	753	417	369	272	442	362	306
Fgl1	12	4	10	8	36	84	30	321
Mageb4	0	0	0	0	0	0	0	0
Mageb5	0	0	0	0	0	0	0	0
Snurf	0	0	0	0	0	0	0	0
Fam216b	53	44	46	74	52	79	58	30
Fam216a	191	172	180	141	86	100	82	164
Mageb1	0	0	0	0	0	0	0	0
Mageb2	0	0	0	0	0	0	0	0
Mageb3	1	0	5	0	0	0	0	1
